ID,UCSC_RefGene_Group,UCSC_RefGene_Name
cg16512311,Body,CDH13
cg16514113,,
cg16514255,,
cg16514838,1stExon;5'UTR,C16orf45;C16orf45
cg16515546,TSS1500,LMF1
cg16516248,TSS1500;Body,WWP2;WWP2
cg16517021,1stExon,RSL1D1
cg16517579,5'UTR,CTCF
cg16518708,Body,GLIS2
cg16518772,Body;Body,MAZ;MAZ
cg16518996,,
cg16519668,Body;Body;Body;Body;Body;Body;Body;Body,BCAR1;BCAR1;BCAR1;BCAR1;BCAR1;BCAR1;BCAR1;BCAR1
cg16519923,Body;Body,ITGAL;ITGAL
cg16520796,,
cg16520815,Body;Body;Body;Body,MGRN1;MGRN1;MGRN1;MGRN1
cg16521110,Body;Body,SPG7;SPG7
cg16521643,,
cg16523141,,
cg16523740,,
cg16523801,Body,AMFR
cg16524232,,
cg16524242,1stExon,C16orf38
cg16524960,5'UTR;TSS200,HAS3;HAS3
cg16525066,5'UTR,CDH11
cg16525330,1stExon,SRL
cg16525838,5'UTR,ANKRD11
cg16525974,,
cg16526137,TSS200,ZFP90
cg16527107,,
cg16527703,,
cg16528497,Body;Body,SALL1;SALL1
cg16528596,,
cg16528738,,
cg16530426,Body;Body,PHKB;PHKB
cg16531275,Body,SPIRE2
cg16532467,,
cg16533314,TSS1500;TSS1500,DNAJA3;DNAJA3
cg16533812,Body,JPH3
cg16534399,,
cg16535121,,
cg16537028,TSS1500,CRISPLD2
cg16537164,Body;Body,BANP;BANP
cg16537196,,
cg16537285,TSS1500,FAM38A
cg16537589,Body;Body,BANP;BANP
cg16538178,5'UTR;Body,KIAA0182;KIAA0182
cg16538366,Body,NLRC3
cg16538507,TSS200,LOC100271836
cg16538728,,
cg16540586,,
cg16540789,TSS200;TSS200,LDHD;LDHD
cg16540921,Body;Body;Body;Body;Body;5'UTR;Body;TSS1500,MTHFSD;MTHFSD;MTHFSD;MTHFSD;MTHFSD;MTHFSD;MTHFSD;FLJ30679
cg16542646,,
cg16543943,Body,ITFG1
cg16544661,,
cg16544989,,
cg16545496,TSS1500,HSD11B2
cg16545773,Body;Body;Body,FLYWCH2;FLYWCH2;FLYWCH2
cg16546017,Body,XYLT1
cg16547186,Body,DOK4
cg16548265,3'UTR,DCTPP1
cg16548780,TSS1500;Body,KIAA0895L;EXOC3L
cg16548911,Body,ADCY7
cg16549389,TSS200,SCNN1B
cg16549686,Body,NTN3
cg16551669,Body,PKD1L2
cg16552128,,
cg16552945,1stExon,ARHGDIG
cg16553026,Body;Body,BANP;BANP
cg16553338,Body,CASKIN1
cg16553435,,
cg16553527,TSS1500;1stExon;5'UTR;TSS200;5'UTR;TSS1500,PLEKHG4;PLEKHG4;PLEKHG4;PLEKHG4;PLEKHG4;PLEKHG4
cg16554933,TSS200,Magmas
cg16555142,TSS1500;Body,TMEM8A;LOC100134368
cg16555341,Body;5'UTR;5'UTR,ACSF3;ACSF3;ACSF3
cg16556397,Body;TSS200,TRIM72;PYDC1
cg16556656,5'UTR,ANKRD11
cg16556892,TSS1500;TSS200;1stExon;5'UTR,ZNF276;C16orf7;ZNF276;ZNF276
cg16557526,3'UTR,JPH3
cg16558253,Body,DHX38
cg16558659,Body,NLRC3
cg16559302,Body,NLRC3
cg16559361,Body,ZFPM1
cg16560077,Body;Body,CREBBP;CREBBP
cg16560432,Body;Body;Body,NAT15;NAT15;NAT15
cg16562619,Body;Body,WWOX;WWOX
cg16562724,TSS1500,ESRP2
cg16562730,1stExon;5'UTR;1stExon;5'UTR,CHST4;CHST4;CHST4;CHST4
cg16563079,TSS1500;Body,LRRC36;KCTD19
cg16563187,,
cg16563241,,
cg16563255,5'UTR;5'UTR,ZFHX3;ZFHX3
cg16563510,Body,ZCCHC14
cg16564358,,
cg16565206,Body,LONP2
cg16566355,,
cg16566579,5'UTR,PSKH1
cg16567770,TSS200,ZNF778
cg16568360,5'UTR;5'UTR,TAOK2;TAOK2
cg16569063,3'UTR;3'UTR;3'UTR;3'UTR,UBE2I;UBE2I;UBE2I;UBE2I
cg16569147,Body;Body,MSLN;MSLN
cg16569376,TSS200,C16orf63
cg16569635,,
cg16570414,3'UTR,C16orf55
cg16570634,Body,GLIS2
cg16570890,1stExon,CSNK2A2
cg16570980,Body,LOC100134368
cg16573542,TSS200;5'UTR,SIAH1;SIAH1
cg16573782,5'UTR;1stExon,CBLN1;CBLN1
cg16574310,TSS200;TSS200,MSLN;MSLN
cg16574934,Body,PLCG2
cg16575094,Body,FBXL8
cg16575444,Body,CX3CL1
cg16575590,TSS200;TSS200,DEF8;DEF8
cg16576106,3'UTR;Body;3'UTR;Body,MGRN1;MGRN1;MGRN1;MGRN1
cg16576160,,
cg16576597,TSS1500;TSS1500,NUPR1;NUPR1
cg16577002,5'UTR,C16orf5
cg16577083,3'UTR;3'UTR,CACNA1H;CACNA1H
cg16578568,TSS200,C16orf54
cg16579369,,
cg16579431,TSS1500;Body,TMEM8A;LOC100134368
cg16579770,3'UTR,DHODH
cg16580912,Body;Body,BANP;BANP
cg16581085,,
cg16581213,,
cg16581224,Body,ZNF423
cg16581360,1stExon;5'UTR;5'UTR,CARHSP1;CARHSP1;CARHSP1
cg16582062,5'UTR,MLST8
cg16582469,Body,GALNS
cg16583186,Body,CMIP
cg16583863,Body;Body,MVP;MVP
cg16585380,TSS200,C16orf67
cg16586211,,
cg16586227,Body,CACNG3
cg16586261,TSS1500;5'UTR;TSS1500;TSS1500,TXNL4B;DHX38;TXNL4B;TXNL4B
cg16586336,Body,KCTD5
cg16586594,5'UTR;TSS1500,ABAT;ABAT
cg16587006,TSS1500;3'UTR,HN1L;CRAMP1L
cg16587832,Body,VAT1L
cg16587849,Body;Body,PAPD5;PAPD5
cg16588500,TSS200,ZNF768
cg16589807,Body,CFDP1
cg16590154,3'UTR,ZCCHC14
cg16590466,Body,ZNF629
cg16590552,Body,USP31
cg16590635,Body,JPH3
cg16591048,TSS200,PRSS33
cg16591159,Body;Body;Body,TGFB1I1;TGFB1I1;TGFB1I1
cg16592223,,
cg16592491,,
cg16593941,Body,ANKRD11
cg16594066,TSS200,ZNF764
cg16594273,,
cg16594957,3'UTR;3'UTR,CREBBP;CREBBP
cg16596367,,
cg16596604,5'UTR,CRYM
cg16596957,,
cg16597345,1stExon;5'UTR,CORO7;CORO7
cg16598508,,
cg16601151,Body,COQ7
cg16603012,TSS1500;TSS1500,APRT;APRT
cg16603896,TSS1500,RRN3
cg16605431,,
cg16606674,Body;Body,ATP2A1;ATP2A1
cg16606974,Body;Body,HYDIN;HYDIN
cg16607197,Body,LMF1
cg16609297,Body,CDH5
cg16609966,,
cg16611736,1stExon;1stExon,LCMT1;LCMT1
cg16611967,,
cg16613029,Body,USP7
cg16613233,Body,COTL1
cg16613990,,
cg16614332,5'UTR;TSS1500;1stExon,SF3B3;COG4;SF3B3
cg16615058,Body,PRSS36
cg16616053,,
cg16616386,Body;Body,PAPD5;PAPD5
cg16616467,Body;Body,CPNE7;CPNE7
cg16616769,TSS1500;5'UTR,IQCK;C16orf88
cg16618685,TSS1500,NDUFAB1
cg16619935,3'UTR,GFER
cg16619995,Body;Body,CBFA2T3;CBFA2T3
cg16621633,TSS1500,LOC728276
cg16622061,,
cg16623098,Body;Body,GNAO1;GNAO1
cg16623734,5'UTR,ANKRD11
cg16625119,,
cg16626067,TSS200,CMTM2
cg16626314,Body,RNF40
cg16626327,TSS200,DOC2A
cg16626731,,
cg16627358,Body,ZFPM1
cg16627489,3'UTR,KLHL36
cg16628135,Body,BAIAP3
cg16628556,Body,MMP15
cg16628641,5'UTR;Body,VASN;CORO7
cg16629702,TSS1500,SLC6A2
cg16630572,5'UTR;5'UTR;1stExon;1stExon,GPR56;GPR56;GPR56;GPR56
cg16630770,Body,ATP6V0D1
cg16630791,TSS1500,FOXF1
cg16630989,Body;Body,ZFHX3;ZFHX3
cg16631088,TSS200,C16orf45
cg16632132,Body,LOC146336
cg16635314,Body,CSDAP1
cg16636682,,
cg16637690,Body;Body,WWP2;WWP2
cg16637941,TSS200;TSS1500,C16orf57;ZNF319
cg16638425,Body;Body;Body,FLYWCH2;FLYWCH2;FLYWCH2
cg16638558,Body;Body,FBXO31;FBXO31
cg16638769,,
cg16639172,,
cg16640553,Body;Body,FBXO31;FBXO31
cg16641000,Body,ROGDI
cg16641055,Body,FAM38A
cg16642003,1stExon,SEPHS2
cg16642717,,
cg16642791,Body,IRX5
cg16643589,TSS200,CHP2
cg16644245,Body,UNKL
cg16644366,5'UTR;5'UTR,SPN;SPN
cg16644760,Body,MMP15
cg16644967,,
cg16645423,5'UTR,SBK1
cg16646546,TSS1500;TSS200;5'UTR;TSS1500,UBE2I;UBE2I;UBE2I;UBE2I
cg16646879,,
cg16648110,Body;Body,CMIP;CMIP
cg16649560,5'UTR;5'UTR,IL4R;IL4R
cg16649999,,
cg16650073,3'UTR,NTHL1
cg16650212,Body;Body,CACNA1H;CACNA1H
cg16650955,Body,KLHDC4
cg16651286,,
cg16651606,Body;Body,ZFHX3;ZFHX3
cg16651780,5'UTR,C16orf61
cg16651895,Body,VAT1L
cg16651900,,
cg16651953,Body,FAM38A
cg16652241,5'UTR;1stExon,MMP15;MMP15
cg16652790,TSS1500;TSS200;TSS1500,HAGHL;HAGHL;CCDC78
cg16657615,Body,TNFRSF12A
cg16657816,TSS1500,BCL7C
cg16658177,5'UTR,ITFG3
cg16658473,Body;Body,SHISA9;SHISA9
cg16658616,,
cg16658734,Body,SMPD3
cg16659284,Body,SNX29
cg16659480,TSS200,CYB5B
cg16659497,,
cg16659510,5'UTR;5'UTR,BANP;BANP
cg16660091,5'UTR;1stExon,CETP;CETP
cg16660359,Body;Body,CREBBP;CREBBP
cg16660394,3'UTR,COQ7
cg16660891,,
cg16661393,Body,LMF1
cg16662043,,
cg16662768,,
cg16662787,Body;Body;Body;Body;Body,ATXN2L;ATXN2L;ATXN2L;ATXN2L;ATXN2L
cg16663142,,
cg16664496,TSS1500,LOC100129637
cg16664996,,
cg16665866,Body;Body,CACNA1H;CACNA1H
cg16666698,5'UTR;5'UTR,AP1G1;AP1G1
cg16668180,3'UTR;3'UTR,GPT2;GPT2
cg16668397,Body,JPH3
cg16668534,Body,NTN3
cg16669395,Body;Body;Body,GRIN2A;GRIN2A;GRIN2A
cg16669602,,
cg16670573,TSS1500;Body,SNRNP25;POLR3K
cg16671160,,
cg16671360,Body,DCI
cg16671652,Body;Body,ZDHHC7;ZDHHC7
cg16672223,Body;Body,CMIP;CMIP
cg16672503,TSS200,EDC4
cg16672770,3'UTR,FAM38A
cg16672922,5'UTR;5'UTR,ACSM3;ACSM3
cg16672956,Body;Body,BANP;BANP
cg16673508,,
cg16677432,Body,SPG7
cg16677647,5'UTR;Body;Body,GFOD2;GFOD2;GFOD2
cg16678014,Body,DYNC1LI2
cg16678467,TSS1500,CACNG3
cg16679302,,
cg16679452,,
cg16681157,Body,ZNF423
cg16681355,Body,ZNF500
cg16682899,,
cg16682989,TSS200,PPL
cg16683043,Body;Body,TAF1C;TAF1C
cg16683647,,
cg16684607,,
cg16686839,,
cg16688112,Body;TSS1500,GALNS;TRAPPC2L
cg16688980,Body;TSS1500,FBXO31;MAP1LC3B
cg16689116,,
cg16689238,,
cg16689434,Body;Body,GAS8;GAS8
cg16690037,,
cg16691023,,
cg16692470,Body;Body;Body,ACSF3;ACSF3;ACSF3
cg16694003,5'UTR;1stExon,SMPD3;SMPD3
cg16694702,,
cg16695253,Body;Body,BANP;BANP
cg16696007,3'UTR,JPH3
cg16696400,Body;Body;Body,A2BP1;A2BP1;A2BP1
cg16696762,Body,EEF2K
cg16697268,3'UTR,CCDC154
cg16697493,1stExon,RAB11FIP3
cg16698281,Body;Body;Body,ACSF3;ACSF3;ACSF3
cg16698286,TSS1500,WDR24
cg16698748,TSS1500,ATP2C2
cg16699022,Body,ANKRD11
cg16699716,Body,KLHDC4
cg16699818,,
cg16699861,Body;Body,ZNF771;ZNF771
cg16699956,,
cg16700025,Body,CMIP
cg16700163,,
cg16700620,TSS1500,IRX5
cg16700650,TSS1500,VPS4A
cg16701003,Body,CBFA2T3
cg16701852,,
cg16701914,Body,PRSS22
cg16702014,Body;Body;Body;Body;Body,ABCC1;ABCC1;ABCC1;ABCC1;ABCC1
cg16702467,,
cg16702747,3'UTR,IRF8
cg16703943,3'UTR;3'UTR;3'UTR;3'UTR;3'UTR,C16orf13;C16orf13;C16orf13;C16orf13;C16orf13
cg16704389,TSS1500,KATNB1
cg16704802,TSS200,ABAT
cg16705073,5'UTR,ST3GAL2
cg16705546,Body,IRF8
cg16707391,5'UTR,ZDHHC1
cg16707600,TSS1500,ZNF48
cg16708464,5'UTR;Body,KIAA0182;KIAA0182
cg16708495,Body,WDR90
cg16709691,Body,LMF1
cg16709904,TSS200,LOC732275
cg16710224,,
cg16710656,Body,ANKRD11
cg16711124,,
cg16711517,TSS200;TSS200,AMDHD2;AMDHD2
cg16712468,Body,CLEC16A
cg16712481,,
cg16712664,,
cg16712866,Body,SNX29
cg16713168,Body,CDYL2
cg16713262,,
cg16715508,Body;Body,CLCN7;CLCN7
cg16716449,5'UTR;5'UTR;5'UTR,A2BP1;A2BP1;A2BP1
cg16717267,Body;Body;Body,SNX20;SNX20;SNX20
cg16717988,Body;Body,CHMP1A;CHMP1A
cg16720944,,
cg16723805,,
cg16724332,Body;Body,LDHD;LDHD
cg16724811,3'UTR,PDXDC1
cg16725984,Body,C16orf55
cg16726374,,
cg16726667,Body;Body;Body;TSS1500,SLC12A4;SLC12A4;SLC12A4;SLC12A4
cg16727006,Body,ZCCHC14
cg16727774,Body,CA5A
cg16728225,Body,ZNF423
cg16729538,Body,CHST5
cg16730559,Body;Body,C16orf35;C16orf35
cg16730716,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,IL32;IL32;IL32;IL32;IL32;IL32;IL32;IL32
cg16732769,Body,TCF25
cg16732880,TSS1500,NARFL
cg16732884,TSS1500;Body;TSS1500,AMDHD2;ATP6V0C;AMDHD2
cg16733298,1stExon;Body,ITPRIPL2;ITPRIPL2
cg16733670,,
cg16733756,TSS1500;TSS1500;TSS1500;TSS1500,MYH11;MYH11;MYH11;MYH11
cg16735986,TSS200,CHP2
cg16736889,5'UTR,ACSM5
cg16737422,1stExon;5'UTR,MT2A;MT2A
cg16739178,,
cg16739544,,
cg16739679,TSS1500,ZNF720
cg16739895,TSS200,CDH1
cg16740505,,
cg16740746,Body;Body,WWOX;WWOX
cg16742028,,
cg16742090,,
cg16742983,3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR,ZNF200;ZNF200;ZNF200;ZNF200;ZNF200;ZNF200
cg16743005,TSS1500,BRD7
cg16743101,TSS200,NARFL
cg16743903,Body;Body,SPG7;SPG7
cg16744862,1stExon;TSS1500;TSS200,MRPS34;NME3;EME2
cg16745829,Body;TSS200;TSS200;Body,ERI2;LOC81691;LOC81691;ERI2
cg16746369,,
cg16746620,Body;Body;Body,ACSF3;ACSF3;ACSF3
cg16747717,Body,WWOX
cg16747885,,
cg16748088,Body,ZNF263
cg16748632,TSS1500;Body,SNX29;RUNDC2A
cg16748643,,
cg16750777,Body,NKD1
cg16750946,,
cg16752029,TSS1500;TSS200,JMJD5;JMJD5
cg16753122,3'UTR,DOK4
cg16753134,Body;Body,SPG7;SPG7
cg16754364,3'UTR;3'UTR,SPN;SPN
cg16754613,Body;5'UTR;5'UTR,ACSF3;ACSF3;ACSF3
cg16755026,Body,LMF1
cg16755220,Body,RUNDC2A
cg16755475,Body,ZNF500
cg16756058,Body;Body,DNAJA3;DNAJA3
cg16757281,Body;Body;Body;Body;Body,C16orf13;C16orf13;C16orf13;C16orf13;C16orf13
cg16757605,Body,MTSS1L
cg16758037,,
cg16758462,,
cg16759443,Body;Body;Body,ACSF3;ACSF3;ACSF3
cg16759895,1stExon;5'UTR;1stExon;5'UTR;TSS200,ZNF174;ZNF174;ZNF174;ZNF174;ZNF434
cg16760168,Body;Body,AXIN1;AXIN1
cg16761550,5'UTR;5'UTR,PKMYT1;PKMYT1
cg16762077,TSS1500;5'UTR,KIAA0182;KIAA0182
cg16762408,TSS1500;Body,C16orf45;C16orf45
cg16763192,5'UTR;1stExon;1stExon;5'UTR,CPPED1;CPPED1;CPPED1;CPPED1
cg16763316,Body;Body,ATP2A1;ATP2A1
cg16764167,5'UTR,SOLH
cg16764362,Body,JPH3
cg16765068,Body,KCTD5
cg16765226,,
cg16765268,Body,CLEC16A
cg16765487,5'UTR,ANKRD11
cg16765873,TSS200,DOK4
cg16766459,Body,ZNF598
cg16767297,Body;Body,LUC7L;LUC7L
cg16769507,Body,METRN
cg16769688,TSS200;1stExon,MRPS34;EME2
cg16769976,Body,SPIRE2
cg16771652,TSS1500,NOD2
cg16773800,Body;Body,CMIP;CMIP
cg16773814,Body,JPH3
cg16774105,,
cg16774375,Body,ADCY9
cg16774755,,
cg16775110,,
cg16776421,Body;Body,RAB11FIP3;RAB11FIP3
cg16776524,TSS1500;TSS1500,TMC5;TMC5
cg16777493,Body,ATP2C2
cg16777782,Body,CDH13
cg16778018,Body;Body;Body;Body,MGRN1;MGRN1;MGRN1;MGRN1
cg16778107,Body;Body,AXIN1;AXIN1
cg16778289,5'UTR;5'UTR;5'UTR,HMOX2;HMOX2;HMOX2
cg16778405,Body,RAB40C
cg16778451,TSS1500,CSDAP1
cg16779441,,
cg16780771,Body;Body,CMIP;CMIP
cg16781340,,
cg16781880,TSS200,KLKBL4
cg16783204,,
cg16783478,Body;Body;Body,GRIN2A;GRIN2A;GRIN2A
cg16784205,TSS1500,ZC3H18
cg16784970,Body;Body;Body,TSC2;TSC2;TSC2
cg16785213,TSS1500,GABARAPL2
cg16785441,Body,ZNF500
cg16786481,TSS200,ERN2
cg16786971,,
cg16788656,,
cg16788937,,
cg16788942,,
cg16789707,Body,RNF166
cg16790239,5'UTR;1stExon,MC1R;MC1R
cg16790843,,
cg16791016,,
cg16791218,Body;Body,BANP;BANP
cg16791832,,
cg16792044,,
cg16792230,Body,KIAA0556
cg16792312,Body;TSS1500,LOC100128788;SRRM2
cg16792363,,
cg16792948,TSS200,TNRC6A
cg16792969,Body;Body,CBFA2T3;CBFA2T3
cg16794070,Body;TSS1500;TSS1500;Body;TSS1500,PARD6A;ACD;ACD;PARD6A;ACD
cg16794579,Body,XYLT1
cg16795066,3'UTR,CDH5
cg16795184,5'UTR,NUP93
cg16795535,,
cg16796458,,
cg16797735,TSS1500;TSS1500,GPR56;GPR56
cg16798537,Body,CDH16
cg16799087,Body;1stExon,PRDM7;PRDM7
cg16799897,,
cg16801887,,
cg16802159,,
cg16802439,Body,GALNS
cg16802855,Body,LOC732275
cg16803232,,
cg16804825,,
cg16804923,TSS1500,MSLNL
cg16805306,TSS200,NSMCE1
cg16805557,,
cg16806347,TSS1500,FUK
cg16807297,,
cg16807577,Body,C16orf52
cg16807989,TSS1500,OR1F1
cg16808036,Body,MLYCD
cg16808927,Body,WDR90
cg16809526,TSS1500;TSS1500,GPT2;GPT2
cg16809762,,
cg16809962,,
cg16810522,Body;Body,RAB11FIP3;RAB11FIP3
cg16811771,,
cg16811851,,
cg16812352,Body,ADCY9
cg16812519,TSS200;5'UTR;Body,NDRG4;NDRG4;NDRG4
cg16825643,Body,FAM38A
cg16834187,TSS1500,BRD7
cg16859906,5'UTR;5'UTR,SLC7A6;SLC7A6
cg16863382,TSS200,CTRB1
cg16878641,TSS200,NME3
cg16883332,TSS200,IRX3
cg16888038,,
cg16893574,TSS1500;TSS1500;TSS1500,CALB2;CALB2;CALB2
cg16899442,5'UTR;TSS1500;1stExon;TSS1500,CCDC78;HAGHL;CCDC78;HAGHL
cg16904585,5'UTR;5'UTR;TSS200;1stExon,GRIN2A;GRIN2A;GRIN2A;GRIN2A
cg16923996,Body;Body;5'UTR,TMEM231;TMEM231;TMEM231
cg16940935,1stExon,ACSM1
cg16953064,5'UTR;5'UTR;TSS1500;5'UTR,TXNL4B;TXNL4B;DHX38;TXNL4B
cg16995959,Body,ZCCHC14
cg16996262,5'UTR;Body;Body;5'UTR;TSS1500;Body,NFAT5;NFAT5;NFAT5;NFAT5;MIR1538;NFAT5
cg16998213,Body,METRN
cg17022635,TSS1500;TSS1500;TSS1500;TSS1500,FUS;FUS;FUS;FUS
cg17023419,1stExon;5'UTR,CEMP1;CEMP1
cg17101778,5'UTR;5'UTR;5'UTR;1stExon;5'UTR;5'UTR;1stExon,SH2B1;SH2B1;SH2B1;SH2B1;SH2B1;SH2B1;SH2B1
cg17104388,,
cg17105206,Body,KIAA0895L
cg17116739,Body;Body,CBFB;CBFB
cg17122311,Body,IL27
cg17125623,Body;Body;Body;Body,NFATC3;NFATC3;NFATC3;NFATC3
cg17152465,Body,
cg17170504,TSS1500;TSS1500,CCDC113;CCDC113
cg17171916,5'UTR;1stExon,ZNF263;ZNF263
cg17198711,Body,C1QTNF8
cg17199481,TSS1500,RHBDF1
cg17199483,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,ABCC1;ABCC1;ABCC1;ABCC1;ABCC1
cg17208427,Body,CDH3
cg17217677,TSS1500,SMPD3
cg17228833,Body,ARL6IP1
cg17234150,1stExon;5'UTR,CACNG3;CACNG3
cg17236526,,
cg17248540,Body;Body,HAS3;HAS3
cg17257944,TSS1500,TXNDC11
cg17282882,Body,STX4
cg17291625,,
cg17300750,Body,DNASE1L2
cg17302548,Body,TRAF7
cg17306401,TSS200,C16orf82
cg17311564,TSS200,NOMO3
cg17328659,TSS1500,STUB1
cg17334646,,
cg17346857,Body;Body;Body;Body,CMTM3;CMTM3;CMTM3;CMTM3
cg17354052,TSS200;TSS200;TSS200,UBFD1;EARS2;EARS2
cg17360233,,
cg17364487,TSS200,TBC1D10B
cg17386181,Body,MT1B
cg17386700,TSS1500;TSS1500;1stExon,MGC23284;MGC23284;MVD
cg17402245,TSS200,TBL3
cg17415239,TSS200,KCTD13
cg17428423,5'UTR,DOC2A
cg17431380,,
cg17463287,,
cg17465219,1stExon;5'UTR,TMEM170A;TMEM170A
cg17465631,5'UTR;1stExon,BCMO1;BCMO1
cg17484472,,
cg17500962,,
cg17501569,TSS200;TSS200,MSLN;MSLN
cg17504203,TSS200,SPIRE2
cg17514851,TSS1500;5'UTR;TSS1500;TSS200,TXNL4B;DHX38;TXNL4B;TXNL4B
cg17524151,TSS200,RAB11FIP3
cg17536114,TSS1500,IRX3
cg17545418,Body,MT1IP
cg17561452,TSS200;TSS200,ADAD2;ADAD2
cg17576316,,
cg17582250,TSS200,EDC4
cg17585279,TSS200,ZNF768
cg17590589,Body,FAM38A
cg17621419,,
cg17625032,Body,NLRC5
cg17633681,Body;Body,BANP;BANP
cg17640201,Body,ZNF48
cg17655614,TSS1500,CDH1
cg17656040,TSS200,LOC100271836
cg17674229,,
cg17675080,3'UTR;Body,TMEM204;IFT140
cg17681818,TSS200,VAC14
cg17683110,,
cg17696109,TSS200,DCTPP1
cg17696377,1stExon,ERN2
cg17698643,TSS200,C16orf63
cg17706173,Body,IFT140
cg17710440,Body,NARFL
cg17714030,TSS1500,HBQ1
cg17733331,1stExon;5'UTR,CDH3;CDH3
cg17745122,5'UTR;1stExon,IRX3;IRX3
cg17746638,,
cg17759354,TSS1500;TSS1500;TSS1500,SLC12A3;SLC12A3;SLC12A3
cg17762369,,
cg17763192,,
cg17764989,,
cg17794261,TSS200;TSS200,ZNF688;ZNF688
cg17800442,Body;Body,CTF1;CTF1
cg17804302,TSS1500,NKD1
cg17808849,TSS1500;TSS1500;TSS1500,HERPUD1;HERPUD1;HERPUD1
cg17812431,TSS1500;TSS1500,UMOD;UMOD
cg17851105,TSS1500,UNKL
cg17858663,TSS200;TSS200;TSS200;5'UTR,CENPN;CENPN;CENPN;C16orf61
cg17863168,Body;Body,APRT;APRT
cg17865114,5'UTR,CLDN6
cg17874109,,
cg17880199,1stExon;1stExon;1stExon;1stExon;5'UTR;5'UTR;5'UTR;5'UTR,MYH11;MYH11;MYH11;MYH11;MYH11;MYH11;MYH11;MYH11
cg17886959,TSS1500,MT2A
cg17889137,Body,ITGAX
cg17896249,TSS200,E2F4
cg17944412,Body;Body;Body,NOXO1;NOXO1;NOXO1
cg17948846,1stExon;1stExon;5'UTR;5'UTR;5'UTR;5'UTR;1stExon;1stExon,NFATC3;NFATC3;NFATC3;NFATC3;NFATC3;NFATC3;NFATC3;NFATC3
cg17982504,1stExon;TSS1500,DDX28;DUS2L
cg17985281,5'UTR;Body;Body;5'UTR;TSS1500;Body,NFAT5;NFAT5;NFAT5;NFAT5;MIR1538;NFAT5
cg17987601,Body,
cg18002185,TSS1500,KATNB1
cg18022344,Body;TSS1500;Body,METTL9;IGSF6;METTL9
cg18055018,Body;Body,CACNA1H;CACNA1H
cg18107072,TSS1500;TSS1500,TPPP3;TPPP3
cg18135853,Body;TSS1500,GNPTG;C16orf42
cg18146152,Body;TSS1500,C16orf42;GNPTG
cg18160978,TSS1500;5'UTR;1stExon,ZNF646;ZNF668;ZNF668
cg18170098,5'UTR;Body,ATXN1L;ATXN1L
cg18177814,TSS200,NOD2
cg18179371,TSS200,ADCY9
cg18186486,Body,C16orf72
cg18200326,TSS1500;TSS1500,FHOD1;SLC9A5
cg18206040,Body,DNAJA2
cg18225844,TSS200,PRSS8
cg18238236,,
cg18249108,TSS200,ZP2
cg18262801,Body,FHOD1
cg18279742,TSS1500;TSS1500,RPS2;RNF151
cg18282543,1stExon,BAIAP3
cg18285492,Body,CIITA
cg18293633,,
cg18305837,TSS200,COQ7
cg18306327,TSS200,BFAR
cg18315103,5'UTR,FAM65A
cg18328998,,
cg18342900,1stExon,C16orf87
cg18345369,Body,PRSS22
cg18347238,Body,VPS4A
cg18350391,5'UTR;TSS200;TSS1500;TSS200;TSS200;5'UTR;5'UTR;5'UTR,IL32;IL32;IL32;IL32;IL32;IL32;IL32;IL32
cg18353864,,
cg18354686,TSS1500;TSS200,UBN1;GLYR1
cg18368125,TSS200,TMED6
cg18371284,5'UTR,ZFP1
cg18383391,TSS1500,MON1B
cg18384106,,
cg18391758,5'UTR;5'UTR;5'UTR,GRIN2A;GRIN2A;GRIN2A
cg18408991,,
cg18424968,,
cg18427589,TSS200,ORAI3
cg18428707,TSS1500;TSS1500,FHOD1;SLC9A5
cg18438944,TSS200,MT1A
cg18444267,TSS200,XYLT1
cg18445047,5'UTR,SPATA2L
cg18468219,TSS200;TSS200,MARVELD3;MARVELD3
cg18485955,TSS1500,TNFRSF17
cg18499890,TSS200,ZNF843
cg18530748,5'UTR;1stExon,SULT1A1;SULT1A1
cg18534061,Body,SNX29
cg18539745,5'UTR,EMP2
cg18539988,TSS1500,NOMO1
cg18567405,Body,GALNS
cg18578405,1stExon;1stExon,SHISA9;SHISA9
cg18587271,TSS1500,GPT2
cg18595800,Body;Body,ATP2A1;ATP2A1
cg18596043,1stExon;Body,ITPRIPL2;ITPRIPL2
cg18601195,Body,ZFPM1
cg18607308,TSS1500;1stExon;TSS1500;1stExon,FAM96B;CES2;FAM96B;CES2
cg18609562,TSS1500,TEKT5
cg18633178,1stExon;5'UTR,C16orf80;C16orf80
cg18634560,,
cg18637244,TSS200,SYNGR3
cg18642576,Body,FA2H
cg18653534,Body,FAM173A
cg18672446,TSS200,USP31
cg18676586,TSS200,TNFRSF17
cg18676679,TSS1500;TSS1500,BANP;BANP
cg18682103,Body;3'UTR,TRIM72;PYDC1
cg18683774,TSS1500,IRX5
cg18693704,TSS1500;TSS1500,CMTM4;CMTM4
cg18699004,Body,ROGDI
cg18700428,,
cg18705279,TSS200;TSS200;Body,HSF4;HSF4;FBXL8
cg18711066,TSS1500;TSS1500;TSS1500;TSS1500,NFATC3;NFATC3;NFATC3;NFATC3
